category|answer|letter
1|donjeselo|D
1|donjesinkovce|D
1|donjestopanje|D
1|donjesuhotno|D
1|donjesvarče|D
1|donjesvarce|D
1|donjetlamino|D
1|donjetočane|D
1|donjetocane|D
1|donjetrebešinje|D
1|donjetrebesinje|D
1|donjetrebinje|D
1|donjetrnjane|D
1|donjevidovo|D
1|donjevlase|D
1|donjevranovce|D
1|donjezaselje|D
1|donjezuniče|D
1|donjezunice|D
1|donještiplje|D
1|donjestiplje|D
1|donježapsko|D
1|donjezapsko|D
1|donjiadrovac|D
1|donjibanjani|D
1|donjibliznaci|D
1|donjibranetići|D
1|donjibranetici|D
1|donjibratačić|D
1|donjibratacic|D
1|donjibunibrod|D
1|donjibučumet|D
1|donjibucumet|D
1|donjidejan|D
1|donjidobrić|D
1|donjidobric|D
1|donjidrenovac|D
1|donjidubac|D
1|donjidubič|D
1|donjidubic|D
1|donjidušnik|D
1|donjidusnik|D
1|donjigajtan|D
1|donjijovac|D
1|donjikatun|D
1|donjikomren|D
1|donjikovilj|D
1|donjikozjidol|D
1|donjikraj|D
1|donjikrivodol|D
1|donjikrupac|D
1|donjikrčin|D
1|donjikrcin|D
1|donjilajkovac|D
1|donjilipovac|D
1|donjiljubeš|D
1|donjiljubes|D
1|donjimatejevac|D
1|donjimrčići|D
1|donjimrcici|D
1|donjimušić|D
1|donjimusic|D
1|donjineradovac|D
1|donjipavlovac|D
1|donjipetrovci|D
1|donjiprisjan|D
1|donjiramnidel|D
1|donjiračnik|D
1|donjiracnik|D
1|donjirinj|D
1|donjirunjani|D
1|donjiružići|D
1|donjiruzici|D
1|donjisavkovići|D
1|donjisavkovici|D
1|donjistajevac|D
1|donjistatovac|D
1|donjistepoš|D
1|donjistepos|D
1|donjistranjani|D
1|donjistriževac|D
1|donjistrizevac|D
1|donjistupanj|D
1|donjitovarnik|D
1|donjivratari|D
1|dormovica|D
1|doroslovo|D
1|dorćol|D
1|dorcol|D
1|dorđeviskamahala|D
1|dordjeviskamahala|D
1|došinci|D
1|dosinci|D
1|došljaci|D
1|dosljaci|D
1|draga|D
1|draganići|D
1|draganici|D
1|dragideo|D
1|dragijevica|D
1|draginac|D
1|draginje|D
1|draglica|D
1|dragobraća|D
1|dragobraca|D
1|dragobužde|D
1|dragobuzde|D
1|dragocvet|D
1|dragodol|D
1|dragojloviće|D
1|dragojlovice|D
1|dragojčevekošare|D
1|dragojcevekosare|D
1|dragolj|D
1|dragosinjci|D
1|dragovac|D
1|dragovita|D
1|dragovo|D
1|dragočevo|D
1|dragocevo|D
1|dragoševac|D
1|dragosevac|D
1|dragunac|D
1|dragutinovići|D
1|dragutinovici|D
1|dragućinovići|D
1|dragucinovici|D
1|dragušica|D
1|dragusica|D
1|drainac|D
1|drajinci|D
1|drajčinamahala|D
1|drajcinamahala|D
1|drake|D
1|draksin|D
1|drakčići|D
1|drakcici|D
1|dramiće|D
1|dramice|D
1|drasinica|D
1|drača|D
1|draca|D
1|dračić|D
1|dracic|D
1|draškovac|D
1|draskovac|D
1|dražanj|D
1|drazanj|D
1|dražanovac|D
1|drazanovac|D
1|draževac|D
1|drazevac|D
1|draževiće|D
1|drazevice|D
1|draževo|D
1|drazevo|D
1|dražiniće|D
1|drazinice|D
1|dražinovići|D
1|drazinovici|D
1|dražmirovac|D
1|drazmirovac|D
1|drence|D
1|drenjak|D
1|drenjanskikraj|D
1|drenje|D
1|drenova|D
1|drenovac|D
1|drenovo|D
1|drenča|D
1|drenca|D
1|drečinovac|D
1|drecinovac|D
1|drešnica|D
1|dresnica|D
1|drežnica|D
1|dreznica|D
1|drežnik|D
1|dreznik|D
1|drijetanj|D
1|driskulje|D
1|drislja|D
1|drlače|D
1|drlace|D
1|drmanovići|D
1|drmanovici|D
1|drmno|D
1|drnosoje|D
1|drobnjaci|D
1|drugovac|D
1|drumine|D
1|družetić|D
1|druzetic|D
1|družetići|D
1|druzetici|D
1|družiniće|D
1|druzinice|D
1|drvnik|D
1|drvodelj|D
1|drvodelja|D
1|drćevac|D
1|drcevac|D
1|držanovac|D
1|drzanovac|D
1|držina|D
1|drzina|D
1|dubak|D
1|dubci|D
1|dublje|D
1|dubnica|D
1|duboka|D
1|duboko|D
1|dubovac|D
1|dubovo|D
1|dubočane|D
1|dubocane|D
1|dubočka|D
1|dubocka|D
1|dubrava|D
1|dubrave|D
1|dubravica|D
1|dudinamahala|D
1|dudinjskamahala|D
1|dudovica|D
1|dudulajce|D
1|dugaluka|D
1|duganiva|D
1|dugapoljana|D
1|dugarudina|D
1|dugandžije|D
1|dugandzije|D
1|dugidel|D
1|dugopolje|D
1|dugoprisoje|D
1|dujke|D
1|dujkinapadina|D
1|dukatmahala|D
1|dukatskijavor|D
1|dulebe|D
1|dulene|D
1|duljaci|D
1|duljinci|D
1|dumani|D
1|dumbija|D
1|dumljane|D
1|dunišiće|D
1|dunisice|D
1|dunđerci|D
1|dundjerci|D
1|dunđerskamahala|D
1|dundjerskamahala|D
1|dupci|D
1|dupeljevo|D
1|dupljaj|D
1|dupljaja|D
1|dupljane|D
1|duvanište|D
1|duvaniste|D
1|dučalovići|D
1|ducalovici|D
1|dučevac|D
1|ducevac|D
1|dučina|D
1|ducina|D
1|dučić|D
1|ducic|D
1|dušanovac|D
1|dusanovac|D
1|dušanovo|D
1|dusanovo|D
1|duškamala|D
1|duskamala|D
1|duškovci|D
1|duskovci|D
1|dušmanić|D
1|dusmanic|D
1|dušmanići|D
1|dusmanici|D
1|dužine|D
1|duzine|D
1|dvorane|D
1|dvorica|D
1|dvorište|D
1|dvoriste|D
1|dvorska|D
1|dabići|D
1|dabici|D
1|dadići|D
1|dadici|D
1|dajaci|D
1|dajla|D
1|dalj|D
1|dane|D
1|danguba|D
1|danijeli|D
1|danilobiranj|D
1|danojlići|D
1|danojlici|D
1|daranovci|D
1|darda|D
1|daskatica|D
1|davor|D
1|debelakosa|D
1|debelibrig|D
1|debelice|D
1|dejanovićkriž|D
1|dejanovickriz|D
1|dejanovići|D
1|dejanovici|D
1|dekanovec|D
1|deklevi|D
1|dekovići|D
1|dekovici|D
1|delaći|D
1|delaci|D
1|delićpoljana|D
1|delicpoljana|D
1|delići|D
1|delici|D
1|delovi|D
1|derežani|D
1|derezani|D
1|dervišaga|D
1|dervisaga|D
1|desinić|D
1|desinic|D
1|desnamartinskaves|D
1|desne|D
1|desnidegoj|D
1|desnidubrovčak|D
1|desnidubrovcak|D
1|desništefanki|D
1|desnistefanki|D
1|desnice|D
1|desnosredičko|D
1|desnosredicko|D
1|desnotrebarjevo|D
1|desnoželjezno|D
1|desnozeljezno|D
1|despoti|D
1|detkovac|D
1|devetaci|D
1|dešiševići|D
1|desisevici|D
1|dežanovac|D
1|dezanovac|D
1|deževci|D
1|dezevci|D
1|dicmo|D
1|diklići|D
1|diklici|D
1|diklo|D
1|diminići|D
1|diminici|D
1|din|D
1|dinjiška|D
1|dinjiska|D
1|dipalo|D
1|divići|D
1|divici|D
1|divjakovaglavica|D
1|divojevići|D
1|divojevici|D
1|divulje|D
1|divuša|D
1|divusa|D
1|dišnik|D
1|disnik|D
1|dmitrašinovići|D
1|dmitrasinovici|D
1|dmitrovići|D
1|dmitrovici|D
1|dnopolje|D
1|dobrinj|D
1|dobropoljana|D
1|dobroselo|D
1|dobrovac|D
1|dobruša|D
1|dobrusa|D
1|doci|D
1|dodig|D
1|dodoši|D
1|dodosi|D
1|dokozići|D
1|dokozici|D
1|dolci|D
1|dolići|D
1|dolici|D
1|doljani|D
1|doljanižumberački|D
1|doljanizumberacki|D
1|doljanovci|D
1|dolje|D
1|dolovi|D
1|domaji|D
1|domanjkuš|D
1|domanjkus|D
1|domazeti|D
1|domašinec|D
1|domasinec|D
1|domjanovići|D
1|domjanovici|D
1|donjabatina|D
1|donjabedekovčina|D
1|donjabedekovcina|D
1|donjabistra|D
1|donjabrckovčina|D
1|donjabrckovcina|D
1|donjabrusovača|D
1|donjabrusovaca|D
1|donjabudičina|D
1|donjabudicina|D
1|donjadubrava|D
1|donjaglina|D
1|donjagračenica|D
1|donjagracenica|D
1|donjajagodnja|D
1|donjakomora|D
1|donjakonjšćina|D
1|donjakonjscina|D
1|donjakovačica|D
1|donjakovacica|D
1|donjakupčina|D
1|donjakupcina|D
1|donjaljubina|D
1|donjaljuta|D
1|donjamlinoga|D
1|donjamotičina|D
1|donjamoticina|D
1|donjamočila|D
1|donjamocila|D
1|donjaobrijež|D
1|donjaobrijez|D
1|donjapištana|D
1|donjapistana|D
1|donjaplemenšćina|D
1|donjaplemenscina|D
1|donjapušća|D
1|donjapusca|D
1|donjarošca|D
1|donjarosca|D
1|donjaslavica|D
1|donjasočanica|D
1|donjasocanica|D
1|donjastupnica|D
1|donjasuvaja|D
1|donjatopličica|D
1|donjatoplicica|D
1|donjavala|D
1|donjavišnjica|D
1|donjavisnjica|D
1|donjavoća|D
1|donjavoca|D
1|donjavrba|D
1|donjavrućica|D
1|donjavrucica|D
1|donjazdenčina|D
1|donjazdencina|D
1|donjazelina|D
1|donjazečevina|D
1|donjazecevina|D
1|donjačemernica|D
1|donjacemernica|D
1|donjažrvnica|D
1|donjazrvnica|D
1|donjani|D
1|donjebakote|D
1|donjebaredine|D
1|donjebazje|D
1|donjebiljane|D
1|donjebiljevina|D
1|donjeceranje|D
1|donjecjepidlake|D
1|donjedubrave|D
1|donjegredice|D
1|donjejesenje|D
1|donjekomarevo|D
1|donjekusonje|D
1|donjeladanje|D
1|donjemakojišće|D
1|donjemakojisce|D
1|donjemrzlopolje|D
1|donjeogorje|D
1|donjeorešje|D
1|donjeoresje|D
1|donjepokuplje|D
1|donjepoljice|D
1|donjepostinje|D
1|donjepredrijevo|D
1|donjeprilišće|D
1|donjeprilisce|D
1|donjepsarjevo|D
1|donjeselonašolti|D
1|donjeselonasolti|D
1|donjesitno|D
1|donjestative|D
1|donjetaborište|D
1|donjetaboriste|D
1|donjialebići|D
1|donjialebici|D
1|donjiandrijevci|D
1|donjianići|D
1|donjianici|D
1|donjiarambašići|D
1|donjiarambasici|D
1|donjibabinpotok|D
1|donjibegovići|D
1|donjibegovici|D
1|donjibilandžići|D
1|donjibilandzici|D
1|donjibitelić|D
1|donjibitelic|D
1|donjiborki|D
1|donjibratovići|D
1|donjibratovici|D
1|donjibrgat|D
1|donjibukovec|D
1|donjibuljani|D
1|donjidaruvar|D
1|donjidesinec|D
1|donjidolac|D
1|donjidoljani|D
1|donjidragonožec|D
1|donjidragonozec|D
1|donjiemovci|D
1|donjifilipovići|D
1|donjifilipovici|D
1|donjifrkašić|D
1|donjifrkasic|D
1|donjignojnice|D
1|donjigornjani|D
1|donjigrad|D
1|donjihrastovac|D
1|donjihruševec|D
1|donjihrusevec|D
1|donjihumac|D
1|donjijavoranj|D
1|donjijošan|D
1|donjijosan|D
1|donjijukići|D
1|donjijukici|D
1|donjijurišići|D
1|donjijurisici|D
1|donjikarin|D
1|donjikneginec|D
1|donjikoblijak|D
1|donjikoncovčak|D
1|donjikoncovcak|D
1|donjikosinj|D
1|donjikraljevec|D
1|donjikukuruzari|D
1|donjikunci|D
1|donjilabusi|D
1|donjilapac|D
1|donjilepuri|D
1|donjilipovčani|D
1|donjilipovcani|D
1|donjimajkovi|D
1|donjimaljevac|D
1|donjimarkovac|D
1|donjimaslarec|D
1|donjimeljani|D
1|donjimihaljevec|D
1|donjimiklouš|D
1|donjimiklous|D
1|donjimitrovac|D
1|donjimosti|D
1|donjimuć|D
1|donjimuc|D
1|donjiobod|D
1|donjipedalj|D
1|donjipopovac|D
1|donjiprnjarovec|D
1|donjiproložac|D
1|donjiprolozac|D
1|donjiradmani|D
1|donjiradovčići|D
1|donjiradovcici|D
1|donjiradošić|D
1|donjiradosic|D
1|donjiravlići|D
1|donjiravlici|D
1|donjirebić|D
1|donjirebic|D
1|donjirogolji|D
1|donjiselaci|D
1|donjisjeničak|D
1|donjisjenicak|D
1|donjisređani|D
1|donjisredjani|D
1|donjistupnik|D
1|donjitkalec|D
1|donjitrpuci|D
1|donjivaganac|D
1|donjivaroš|D
1|donjivaros|D
1|donjividovec|D
1|donjivinjani|D
1|donjivukšinac|D
1|donjivuksinac|D
1|donjizagon|D
1|donjizvečaj|D
1|donjizvecaj|D
1|donjiđapići|D
1|donjidjapici|D
1|donjiđurinići|D
1|donjidjurinici|D
1|donjičaglić|D
1|donjicaglic|D
1|donjičehi|D
1|donjicehi|D
1|donjišajn|D
1|donjisajn|D
1|donjišarampov|D
1|donjisarampov|D
1|donjižirovac|D
1|donjizirovac|D
1|donjižmirić|D
1|donjizmiric|D
1|dornjikremen|D
1|došani|D
1|dosani|D
1|dragabašćanska|D
1|dragabascanska|D
1|dragapožeška|D
1|dragapozeska|D
1|dragalić|D
1|dragalic|D
1|dragani|D
1|draganje-selo|D
1|draganjeselo|D
1|dragaši|D
1|dragasi|D
1|drage|D
1|dragići|D
1|dragici|D
1|dragičevići|D
1|dragicevici|D
1|dragojevići|D
1|dragojevici|D
1|dragotin|D
1|dragotina|D
1|dragovci|D
1|dragove|D
1|dragović|D
1|dragovic|D
1|dragovići|D
1|dragovici|D
1|dragozetići|D
1|dragozetici|D
1|dragošička|D
1|dragosicka|D
1|draguć|D
1|draguc|D
1|drakulićarijeka|D
1|drakulicarijeka|D
1|dramalj|D
1|drače|D
1|drace|D
1|dračevac|D
1|dracevac|D
1|dračevacninski|D
1|dracevacninski|D
1|dračevaczadarski|D
1|dracevaczadarski|D
1|dračevica|D
1|dracevica|D
1|dračevice|D
1|dracevice|D
1|dračevoselo|D
1|dracevoselo|D
1|draškovec|D
1|draskovec|D
1|drašnice|D
1|drasnice|D
1|draž|D
1|draz|D
1|draževitići|D
1|drazevitici|D
1|dražica|D
1|drazica|D
1|dražice|D
1|drazice|D
1|dražići|D
1|drazici|D
1|drenovklanac|D
1|drenovacradučki|D
1|drenovacraducki|D
1|drenovci|D
1|drenovec|D
1|drežnikgrad|D
1|dreznikgrad|D
1|drivenik|D
1|drlićevekuće|D
1|drlicevekuce|D
1|drljanovac|D
1|drljača|D
1|drljaca|D
1|drljače|D
1|drljace|D
1|drnje|D
1|dronjci|D
1|dropci|D
1|dropkovec|D
1|družijanići|D
1|druzijanici|D
1|drvenik|D
1|drče|D
1|drce|D
1|dršci|D
1|drsci|D
1|drškovci|D
1|drskovci|D
1|duba|D
1|dubakonavoska|D
1|dubastonska|D
1|dubac|D
1|dubokidol|D
1|dubovacokučanski|D
1|dubovacokucanski|D
1|dubovec|D
1|duboševica|D
1|dubosevica|D
1|dubranec|D
1|dubravec|D
1|dubravice|D
1|dubravka|D
1|dubrovackoprimorje|D
1|dubrovčan|D
1|dubrovcan|D
1|dubrovčani|D
1|dubrovcani|D
1|dudunići|D
1|dudunici|D
1|dugarijeka|D
1|dugido|D
1|dugirat|D
1|dugoselolasinjsko|D
1|dugoselolukačko|D
1|dugoselolukacko|D
1|dujkići|D
1|dujkici|D
1|dujmina|D
1|dujmići|D
1|dujmici|D
1|dujmovići|D
1|dujmovici|D
1|dukići|D
1|dukici|D
1|dumići|D
1|dumici|D
1|dumovec|D
1|dunavekrajnje|D
1|dunjak|D
1|dupale|D
1|durovići|D
1|durovici|D
1|duvnjačkečubrice|D
1|duvnjackecubrice|D
1|duzluk|D
1|duće|D
1|duce|D
1|dužica|D
1|duzica|D
1|dvor|D
1|dvori|D
1|dvorine|D
1|dvorišćerakovečko|D
1|dvoriscerakovecko|D
1|dvožderi|D
1|dvozderi|D
1|dabezići|D
1|dabezici|D
1|dabovina|D
1|dabovići|D
1|dabovici|D
1|dacići|D
1|dacici|D
1|dahna|D
1|dajbabe|D
1|dajčindo|D
1|dajcindo|D
1|daljam|D
1|damjanovići|D
1|damjanovici|D
1|danave|D
1|dapkovići|D
1|dapkovici|D
1|dapsići|D
1|dapsici|D
1|dapčevići|D
1|dapcevici|D
1|daronjido|D
1|darza|D
1|dauti|D
1|daščarijeka|D
1|dascarijeka|D
1|debeligrmen|D
1|dedinaravan|D
1|dedinice|D
1|dediči|D
1|dedici|D
1|dekare|D
1|delaj|D
1|delevići|D
1|delevici|D
1|demirovići|D
1|demirovici|D
1|demići|D
1|demici|D
1|denaši|D
1|denasi|D
1|denjača|D
1|denjaca|D
1|derače|D
1|derace|D
1|derviševići|D
1|dervisevici|D
1|desnimeteh|D
1|deveta|D
1|dide|D
1|dijonice|D
1|dinje|D
1|dinoša|D
1|dinosa|D
1|dio|D
1|divanovići|D
1|divanovici|D
1|dizdarevdo|D
1|do|D
1|doadžića|D
1|doadzica|D
1|dopješivački|D
1|dopjesivacki|D
1|dobragora|D
1|dobrasela|D
1|dobrakovo|D
1|dobrevode|D
1|dobreci|D
1|dobrilug|D
1|dobrinugo|D
1|dobrilovina|D
1|dobrinje|D
1|dobrobrdo|D
1|dobropolje|D
1|dobrodole|D
1|dobronježdo|D
1|dobronjezdo|D
1|dobroseoskamerulja|D
1|dobrskažupa|D
1|dobrskazupa|D
1|dobrskoselo|D
1|dobruš|D
1|dobrus|D
1|dobrčin|D
1|dobrcin|D
1|dodići|D
1|dodici|D
1|doknićadolovi|D
1|doknicadolovi|D
1|dolinice|D
1|dolja|D
1|dolovikovački|D
1|dolovikovacki|D
1|dolovskokorito|D
1|dondići|D
1|dondici|D
1|donjabijela|D
1|donjabrezna|D
1|donjabriska|D
1|donjabrova|D
1|donjacrnča|D
1|donjacrnca|D
1|donjadobrilovina|D
1|donjadubova|D
1|donjaglizica|D
1|donjagorica|D
1|donjaibrija|D
1|donjajošica|D
1|donjajosica|D
1|donjaklezna|D
1|donjakostanjica|D
1|donjakozica|D
1|donjakraj|D
1|donjakržanja|D
1|donjakrzanja|D
1|donjalastva|D
1|donjalješnica|D
1|donjaljesnica|D
1|donjalovnica|D
1|donjamarkovina|D
1|donjaorlja|D
1|donjaplavnica|D
1|donjapodi|D
1|donjapolja|D
1|donjapovija|D
1|donjarakita|D
1|donjarijeka|D
1|donjarudnica|D
1|donjarženica|D
1|donjarzenica|D
1|donjasela|D
1|donjaseoca|D
1|donjaslatina|D
1|donjaspila|D
1|donjatikova|D
1|donjatisa|D
1|donjatrebješica|D
1|donjatrebjesica|D
1|donjavrbica|D
1|donjazaljut|D
1|donjačuka|D
1|donjacuka|D
1|donjaštitarica|D
1|donjastitarica|D
1|donjebiševo|D
1|donjebisevo|D
1|donjecrkvice|D
1|donjedajbabe|D
1|donjedubočke|D
1|donjedubocke|D
1|donjegorice|D
1|donjegrudice|D
1|donjejugovo|D
1|donjekrnjice|D
1|donjekunovo|D
1|donjeledenice|D
1|donjelipovo|D
1|donjemomče|D
1|donjemomce|D
1|donjemorakovo|D
1|donjemrke|D
1|donjepolje|D
1|donjesrijede|D
1|donjestravče|D
1|donjestravce|D
1|donjestupine|D
1|donjeveljeduboko|D
1|donjezagrađe|D
1|donjezagradje|D
1|donjezaostro|D
1|donječarađe|D
1|donjecaradje|D
1|donješume|D
1|donjesume|D
1|donjibesnik|D
1|donjibogdašići|D
1|donjibogdasici|D
1|donjibroćanac|D
1|donjibrocanac|D
1|donjibrčeli|D
1|donjibrceli|D
1|donjibukelj|D
1|donjicrnci|D
1|donjicurovići|D
1|donjicurovici|D
1|donjifrutak|D
1|donjigačevići|D
1|donjigacevici|D
1|donjigodijelji|D
1|donjigradac|D
1|donjiizvor|D
1|donjikokoti|D
1|donjikos|D
1|donjikosići|D
1|donjikosici|D
1|donjilepenac|D
1|donjilužac|D
1|donjiluzac|D
1|donjimarkovići|D
1|donjimarkovici|D
1|donjimartinići|D
1|donjimartinici|D
1|donjimedun|D
1|donjimileš|D
1|donjimiles|D
1|donjimorinj|D
1|donjimurići|D
1|donjimurici|D
1|donjiorahovac|D
1|donjiorasi|D
1|donjipipac|D
1|donjiplanik|D
1|donjirastiš|D
1|donjirastis|D
1|donjiravni|D
1|donjirogami|D
1|donjirsojevići|D
1|donjirsojevici|D
1|donjistoliv|D
1|donjisušanj|D
1|donjisusanj|D
1|donjitimar|D
1|donjiulići|D
1|donjiulici|D
1|donjiunač|D
1|donjiunac|D
1|donjivukovići|D
1|donjivukovici|D
1|donjizagradac|D
1|donjićurilac|D
1|donjicurilac|D
1|donjištoj|D
1|donjistoj|D
1|dosuđe|D
1|dosudje|D
1|dovišta|D
1|dovista|D
1|dovolja|D
1|dočići|D
1|docici|D
1|dragalj|D
1|dragaljevina|D
1|dragaljevo|D
1|dragija|D
1|dragojlovići|D
1|dragojlovici|D
1|dragomanovići|D
1|dragomanovici|D
1|dragomido|D
1|dragosava|D
1|dragovaluka|D
1|dragovićapolje|D
1|dragovicapolje|D
1|dragovokorito|D
1|dragovoljići|D
1|dragovoljici|D
1|dragoševdo|D
1|dragosevdo|D
1|dragoševoselo|D
1|dragosevoselo|D
1|drakovići|D
1|drakovici|D
1|drakulovići|D
1|drakulovici|D
1|drasindo|D
1|dračinovac|D
1|dracinovac|D
1|draškovina|D
1|draskovina|D
1|draževine|D
1|drazevine|D
1|dražinvrt|D
1|drazinvrt|D
1|drenovdo|D
1|drenovica|D
1|drenovštica|D
1|drenovstica|D
1|drešaj|D
1|dresaj|D
1|drijen|D
1|drijenak|D
1|drijenci|D
1|drndari|D
1|drndovina|D
1|drobnići|D
1|drobnici|D
1|dromira|D
1|droškoričkidolovi|D
1|droskorickidolovi|D
1|drpe|D
1|drpemandića|D
1|drpemandica|D
1|drum|D
1|drume|D
1|drušići|D
1|drusici|D
1|dub|D
1|dubaje|D
1|dubljevići|D
1|dubljevici|D
1|dubokadolina|D
1|dubokido|D
1|dubovik|D
1|dubočak|D
1|dubocak|D
1|dubočica|D
1|dubocica|D
1|dubočke|D
1|dubocke|D
1|dubravčevina|D
1|dubravcevina|D
1|dubrovsko|D
1|dubrovčado|D
1|dubrovcado|D
1|duga|D
1|duganjiva|D
1|dugilaz|D
1|dugna|D
1|dujeva|D
1|dujići|D
1|dujici|D
1|dujovići|D
1|dujovici|D
1|dukat|D
1|dulanovina|D
1|duletići|D
1|duletici|D
1|dulipolje|D
1|dulovine|D
1|dumačine|D
1|dumacine|D
1|dupilo|D
1|dupljaci|D
1|duratovići|D
1|duratovici|D
1|duraševići|D
1|durasevici|D
1|dučice|D
1|ducice|D
1|dučići|D
1|ducici|D
1|dušići|D
1|dusici|D
1|duške|D
1|duske|D
1|duškići|D
1|duskici|D
1|duži|D
1|duzi|D
1|dužice|D
1|duzice|D
1|dvorišta|D
1|dvorista|D
1|dabravine|D
1|daganj|D
1|daljan|D
1|daljegošta|D
1|daljegosta|D
1|damje|D
1|danci|D
1|dangube|D
1|danići|D
1|danici|D
1|daničići|D
1|danicici|D
1|darošnica|D
1|darosnica|D
1|datelji|D
1|datići|D
1|datici|D
1|dazdarevo|D
1|dažnica|D
1|daznica|D
1|debeljak|D
1|debelobrdo|D
1|dedići|D
1|dejčići|D
1|dejcici|D
1|deleuša|D
1|deleusa|D
1|delijaš|D
1|delijas|D
1|delinaravan|D
1|demirovac|D
1|denkovci|D
1|deovići|D
1|deovici|D
1|derolovi|D
1|deseci|D
1|desetnik|D
1|desinselo|D
1|devetina|D
1|dečjidom|D
1|decjidom|D
1|deševa|D
1|deseva|D
1|diknjići|D
1|diknjici|D
1|dimnići|D
1|dimnici|D
1|dindo|D
1|divin|D
1|divič|D
1|divic|D
1|divičani|D
1|divicani|D
1|divljača|D
1|divljaca|D
1|divčići|D
1|divcici|D
1|dizdarevići|D
1|dizdarevici|D
1|dizdarlije|D
1|dizdaruša|D
1|dizdarusa|D
1|dlakoše|D
1|dlakose|D
1|doborovci|D
1|dobrak|D
1|dobraljevo|D
1|dobratići|D
1|dobratici|D
1|dobrašina|D
1|dobrasina|D
1|dobrelji|D
1|dobreči|D
1|dobrići|D
1|dobrici|D
1|dobričevići|D
1|dobricevici|D
1|dobrkovići|D
1|dobrkovici|D
1|dobrljin|D
1|dobrnići|D
1|dobrnici|D
1|dobro|D
1|dobromani|D
1|dobromanovići|D
1|dobromanovici|D
1|dobromerovići|D
1|dobromerovici|D
1|dobroučići|D
1|dobroucici|D
1|dobrunskarijeka|D
1|dodanovići|D
1|dodanovici|D
1|dodorevina|D
1|dole|D
1|dolipolje|D
1|domanovina|D
1|domanovići|D
1|domanovici|D
1|domaševo|D
1|domasevo|D
1|domašica|D
1|domasica|D
1|domislica|D
1|domjipolom|D
1|domrke|D
1|donjdoborovci|D
1|donjababešnica|D
1|donjababesnica|D
1|donjabara|D
1|donjabarska|D
1|donjabijenja|D
1|donjabioča|D
1|donjabioca|D
1|donjabišnja|D
1|donjabisnja|D
1|donjabobovišta|D
1|donjabobovista|D
1|donjabodežišta|D
1|donjabodezista|D
1|donjabrda|D
1|donjabritvica|D
1|donjabrštanica|D
1|donjabrstanica|D
1|donjabukvica|D
1|donjadolina|D
1|donjadubica|D
1|donjagata|D
1|donjaglavska|D
1|donjagoliješnica|D
1|donjagolijesnica|D
1|donjagradina|D
1|donjaivica|D
1|donjajasenica|D
1|donjajurkovica|D
1|donjajutrogošta|D
1|donjajutrogosta|D
1|donjakapavica|D
1|donjakladuša|D
1|donjakladusa|D
1|donjakokorina|D
1|donjakoprivna|D
1|donjakočela|D
1|donjakocela|D
1|donjalijeska|D
1|donjaljubija|D
1|donjaljubogošta|D
1|donjaljubogosta|D
1|donjaljubuča|D
1|donjaljubuca|D
1|donjalohinja|D
1|donjaluka|D
1|donjalukavica|D
1|donjalupljanica|D
1|donjalučka|D
1|donjalucka|D
1|donjamekagruda|D
1|donjameđeđa|D
1|donjamedjedja|D
1|donjameđiđa|D
1|donjamedjidja|D
1|donjamisoča|D
1|donjamisoca|D
1|donjaorahova|D
1|donjapaklenica|D
1|donjapapratnica|D
1|donjapresjenica|D
1|donjaprevija|D
1|donjapuharska|D
1|donjarabina|D
1|donjaravska|D
1|donjaraštelica|D
1|donjarastelica|D
1|donjaričica|D
1|donjaricica|D
1|donjarovna|D
1|donjaseoča|D
1|donjaslabinja|D
1|donjasmršnica|D
1|donjasmrsnica|D
1|donjataleža|D
1|donjataleza|D
1|donjatramošnica|D
1|donjatramosnica|D
1|donjatrebeuša|D
1|donjatrebeusa|D
1|donjatrebimlja|D
1|donjatrnova|D
1|donjavarduša|D
1|donjavardusa|D
1|donjavečeriska|D
1|donjaveceriska|D
1|donjavinča|D
1|donjavinca|D
1|donjavišća|D
1|donjavisca|D
1|donjavogošća|D
1|donjavogosca|D
1|donjavraca|D
1|donjavratnagora|D
1|donjačagošta|D
1|donjacagosta|D
1|donjebabine|D
1|donjebare|D
1|donjebarice|D
1|donjebežđeđe|D
1|donjebezdjedje|D
1|donjebiosko|D
1|donjeboće|D
1|donjeboce|D
1|donjebrestice|D
1|donjecrnjevo|D
1|donjedubovo|D
1|donjegire|D
1|donjegrančarevo|D
1|donjegrancarevo|D
1|donjekrečane|D
1|donjekrecane|D
1|donjekruševo|D
1|donjekrusevo|D
1|donjelipe|D
1|donjemeđuše|D
1|donjemedjuse|D
1|donjemladice|D
1|donjemoštre|D
1|donjemostre|D
1|donjeocrkavlje|D
1|donjeopine|D
1|donjeozime|D
1|donjepaprasko|D
1|donjepeulje|D
1|donjeplužine|D
1|donjepluzine|D
1|donjepogledinje|D
1|donjeponikve|D
1|donjeratkovo|D
1|donjeravno|D
1|donjesinjevo|D
1|donjesokolovo|D
1|donjetinje|D
1|donjeulinje|D
1|donjevardište|D
1|donjevardiste|D
1|donjevišnjevice|D
1|donjevisnjevice|D
1|donjevodičevo|D
1|donjevodicevo|D
1|donjevrbno|D
1|donjevukovsko|D
1|donjeđevanje|D
1|donjedjevanje|D
1|donječičevo|D
1|donjecicevo|D
1|donještitarevo|D
1|donjestitarevo|D
1|donježešće|D
1|donjezesce|D
1|donježivinice|D
1|donjezivinice|D
1|donjiagići|D
1|donjiagici|D
1|donjibanjevac|D
